admin_level,name,name1,name2,name3,x_coord,y_coord,adm4_name,adm4_name1,adm4_name2,adm4_name3,adm4_pcode,adm3_name,adm3_name1,adm3_name2,adm3_name3,adm3_pcode,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,version,lang,lang1,lang2,lang3,geometry_wkt
2,Le Kef,الكاف,,,8.7242208,36.03401566,,,,,,,,,,,Le Kef,الكاف,,,TN23,North West,الشمال الغربي,,,TN2,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (8.72422080199999 36.034015657)
2,Siliana,سليانـــة,,,9.35412398,35.9687801,,,,,,,,,,,Siliana,سليانـــة,,,TN24,North West,الشمال الغربي,,,TN2,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.354123978000018 35.968780095)
2,Sousse,سوسة,,,10.38871982,35.97357404,,,,,,,,,,,Sousse,سوسة,,,TN31,Centre East,الوسط الشرقي,,,TN3,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.388719821999985 35.973574041999996)
2,Monastir,المنستير,,,10.7223489,35.60508079,,,,,,,,,,,Monastir,المنستير,,,TN32,Centre East,الوسط الشرقي,,,TN3,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.722348894999982 35.60508078700002)
2,Mahdia,المهدية,,,10.60475332,35.34027102,,,,,,,,,,,Mahdia,المهدية,,,TN33,Centre East,الوسط الشرقي,,,TN3,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.604753314999982 35.340271022000024)
2,Sfax,صفاقس,,,10.33595332,34.72371646,,,,,,,,,,,Sfax,صفاقس,,,TN34,Centre East,الوسط الشرقي,,,TN3,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.335953322000023 34.72371645599998)
2,Kairouan,القيروان,,,9.83432732,35.57932733,,,,,,,,,,,Kairouan,القيروان,,,TN41,Centre West,الوسط الغربي,,,TN4,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.834327321999979 35.57932733400003)
2,Kassérine,القصرين,,,8.85757573,35.20927904,,,,,,,,,,,Kassérine,القصرين,,,TN42,Centre West,الوسط الغربي,,,TN4,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (8.857575730000008 35.20927903699999)
2,Sidi Bou Zid,سيدي بوزيد,,,9.52521959,34.88022643,,,,,,,,,,,Sidi Bou Zid,سيدي بوزيد,,,TN43,Centre West,الوسط الغربي,,,TN4,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.525219585000002 34.88022642999999)
2,Gabès,قابس,,,9.79405495,33.77585318,,,,,,,,,,,Gabès,قابس,,,TN51,South East,الجنوب الشرقي,,,TN5,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.794054949999975 33.77585317699999)
2,Médenine,مدنين,,,11.28533878,32.98965576,,,,,,,,,,,Médenine,مدنين,,,TN52,South East,الجنوب الشرقي,,,TN5,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (11.285338782999986 32.98965575599999)
2,Tataouine,تطاوين,,,9.76834698,31.73819449,,,,,,,,,,,Tataouine,تطاوين,,,TN53,South East,الجنوب الشرقي,,,TN5,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.76834697999999 31.738194494000027)
2,Gafsa,قفصة,,,8.79079796,34.43366772,,,,,,,,,,,Gafsa,قفصة,,,TN61,South West,الجنوب الغربي,,,TN6,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (8.790797958999974 34.43366771699999)
2,Tozeur,توزر,,,8.06603777,33.98177177,,,,,,,,,,,Tozeur,توزر,,,TN62,South West,الجنوب الغربي,,,TN6,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (8.066037768000001 33.98177176799999)
2,Kebili,قبلي,,,8.70228029,33.33876139,,,,,,,,,,,Kebili,قبلي,,,TN63,South West,الجنوب الغربي,,,TN6,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (8.702280287000008 33.33876138800002)
3,Carthage,قرطاج,,,10.32781661,36.85703155,,,,,,Carthage,قرطاج,,,TN1151,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.327816611000003 36.85703154800001)
3,Médina,المدينة,,,10.16881647,36.79846664,,,,,,Médina,المدينة,,,TN1152,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.168816473999982 36.79846663799998)
3,Bab Bhar,باب البحر,,,10.19925505,36.80063754,,,,,,Bab Bhar,باب البحر,,,TN1153,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.199255053999991 36.800637542000004)
3,Bab Souika,باب سويقة,,,10.16239327,36.80623513,,,,,,Bab Souika,باب سويقة,,,TN1154,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.162393264999992 36.806235128000026)
3,Omrane,العمران,,,10.15307291,36.82127456,,,,,,Omrane,العمران,,,TN1155,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.153072905999977 36.82127455599999)
3,Omrane Supérieur,العمران الاعلى,,,10.12944936,36.83489219,,,,,,Omrane Supérieur,العمران الاعلى,,,TN1156,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.12944935500002 36.834892188000026)
3,El Tahrir,التحرير,,,10.12682478,36.82708358,,,,,,El Tahrir,التحرير,,,TN1157,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.126824780999982 36.82708358299999)
3,El Menzah,المنزه,,,10.15827642,36.83562303,,,,,,El Menzah,المنزه,,,TN1158,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.158276420999982 36.83562303100001)
3,Cité El Khadra,حي الخضراء,,,10.21884965,36.83718686,,,,,,Cité El Khadra,حي الخضراء,,,TN1159,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.218849649999981 36.837186858999985)
3,Bardo,باردو,,,10.13206574,36.8135025,,,,,,Bardo,باردو,,,TN1160,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.132065739999973 36.813502503999985)
3,Sijoumi,السيجومي,,,10.16578422,36.78647361,,,,,,Sijoumi,السيجومي,,,TN1161,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.165784218999988 36.78647361499998)
3,Ezzouhour,الزهور,,,10.13553522,36.79437867,,,,,,Ezzouhour,الزهور,,,TN1162,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.135535220999998 36.79437866500001)
3,Hrairia,الحرائرية,,,10.06159255,36.78190203,,,,,,Hrairia,الحرائرية,,,TN1163,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.061592554000015 36.78190202799999)
3,Sidi Hassine,سيدي حسين,,,10.08416629,36.73976979,,,,,,Sidi Hassine,سيدي حسين,,,TN1164,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.084166287000016 36.739769792000004)
3,El Ouardia,الوردية,,,10.18017486,36.77194443,,,,,,El Ouardia,الوردية,,,TN1165,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.18017486399998 36.771944425000015)
3,Kabaria,الكبارية,,,10.19172267,36.74242223,,,,,,Kabaria,الكبارية,,,TN1166,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.191722669 36.74242223499999)
3,Sidi El Béchir,سيدي البشير,,,10.18001077,36.78469382,,,,,,Sidi El Béchir,سيدي البشير,,,TN1167,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.18001076500002 36.784693817999994)
3,Jebel Jelloud,جبل الجلود,,,10.20746229,36.76566139,,,,,,Jebel Jelloud,جبل الجلود,,,TN1168,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.207462295000028 36.765661394000006)
3,La Goulette,حلق الوادي,,,10.2828029,36.83441533,,,,,,La Goulette,حلق الوادي,,,TN1169,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.282802898 36.834415329000024)
3,Le Kram,الكرم,,,10.29409379,36.84790264,,,,,,Le Kram,الكرم,,,TN1170,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.294093789999977 36.84790263999997)
3,La Marsa,المرسى,,,10.30135705,36.90089921,,,,,,La Marsa,المرسى,,,TN1171,Tunis,تونس,,,TN11,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.301357051000025 36.900899211000024)
3,Ariana Médina,اريانة المدينة,,,10.16997844,36.86586672,,,,,,Ariana Médina,اريانة المدينة,,,TN1251,Ariana,أريانة,,,TN12,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.169978437999987 36.86586671700002)
3,Soukra,سكرة,,,10.23093966,36.8808589,,,,,,Soukra,سكرة,,,TN1252,Ariana,أريانة,,,TN12,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.230939659 36.88085890000002)
3,Raoued,روّاد,,,10.15014915,36.92915685,,,,,,Raoued,روّاد,,,TN1253,Ariana,أريانة,,,TN12,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.150149149000015 36.929156853999984)
3,Kalaat El Andalous,قلعة الأندلس,,,10.12430142,36.99723355,,,,,,Kalaat El Andalous,قلعة الأندلس,,,TN1254,Ariana,أريانة,,,TN12,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.124301420999984 36.99723355100002)
3,Sidi Thabet,سيدي ثابت,,,10.05613783,36.91152057,,,,,,Sidi Thabet,سيدي ثابت,,,TN1255,Ariana,أريانة,,,TN12,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.056137831000001 36.91152057300002)
3,Ettadhamen,حي التضامن,,,10.10609275,36.83337754,,,,,,Ettadhamen,حي التضامن,,,TN1256,Ariana,أريانة,,,TN12,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.106092751000006 36.83337754399997)
3,Mnihla,المنيهلة,,,10.10901203,36.86373541,,,,,,Mnihla,المنيهلة,,,TN1257,Ariana,أريانة,,,TN12,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.10901203200001 36.86373541099999)
3,Ben Arous,بن عروس,,,10.22458655,36.74884674,,,,,,Ben Arous,بن عروس,,,TN1351,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.224586550000026 36.748846743)
3,Nouvelle Médina,المدينة الجديدة,,,10.24342925,36.7341232,,,,,,Nouvelle Médina,المدينة الجديدة,,,TN1352,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.24342925000002 36.73412320099999)
3,El Mourouj,المروج,,,10.21923666,36.71982547,,,,,,El Mourouj,المروج,,,TN1353,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.219236659999979 36.71982546700002)
3,Hammam Lif,حمام الأنف,,,10.33778717,36.71880141,,,,,,Hammam Lif,حمام الأنف,,,TN1354,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.337787174000027 36.718801410000026)
3,Hammam Chott,حمام الشط,,,10.38056869,36.68351027,,,,,,Hammam Chott,حمام الشط,,,TN1355,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.380568687999983 36.68351026800002)
3,Boumhel,بومهل البساتين,,,10.2963154,36.71551902,,,,,,Boumhel,بومهل البساتين,,,TN1356,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.296315396000011 36.71551901599997)
3,Ezzahra,الزهراء,,,10.29866945,36.74737277,,,,,,Ezzahra,الزهراء,,,TN1357,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.298669452000013 36.74737276899998)
3,Radès,رادس,,,10.28021496,36.77614073,,,,,,Radès,رادس,,,TN1358,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.280214963999981 36.77614072799997)
3,Mégrine,مقرين,,,10.23867873,36.77165002,,,,,,Mégrine,مقرين,,,TN1359,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.238678726999979 36.77165002300001)
3,M'Hamdia,المحمدية,,,10.11454557,36.64530811,,,,,,M'Hamdia,المحمدية,,,TN1360,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.114545567999983 36.645308108999984)
3,Fouchana,فوشانة,,,10.17962846,36.69370937,,,,,,Fouchana,فوشانة,,,TN1361,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.179628461999982 36.693709372)
3,Mornag,مرناق,,,10.24428338,36.58568423,,,,,,Mornag,مرناق,,,TN1362,Ben Arous,بن عروس,,,TN13,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.244283375999998 36.58568422799999)
3,Manouba,منوبة,,,10.08612267,36.81171581,,,,,,Manouba,منوبة,,,TN1451,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.08612266900002 36.81171580900002)
3,Douar Hicher,دوار هيشر,,,10.08003051,36.83626606,,,,,,Douar Hicher,دوار هيشر,,,TN1452,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.080030512000008 36.83626606199999)
3,Oued Ellil,وادي الليل,,,10.01340073,36.82980222,,,,,,Oued Ellil,وادي الليل,,,TN1453,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.01340073099999 36.829802223)
3,Mornaguia,المرناقية,,,9.99855715,36.67651945,,,,,,Mornaguia,المرناقية,,,TN1454,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.99855715000001 36.67651944900001)
3,Borj El Amri,برج العامري,,,9.84484015,36.67676519,,,,,,Borj El Amri,برج العامري,,,TN1455,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.844840148999992 36.676765192000005)
3,Jedaida,الجديدة,,,9.92761596,36.85413432,,,,,,Jedaida,الجديدة,,,TN1456,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.927615955000022 36.85413432399997)
3,Tebourba,طبربة,,,9.76209748,36.87532976,,,,,,Tebourba,طبربة,,,TN1457,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.762097480000023 36.87532975800002)
3,El Battan,البطان,,,9.73668832,36.77059057,,,,,,El Battan,البطان,,,TN1458,Manubah,منوبة,,,TN14,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.73668832300001 36.77059056899998)
3,Nabeul,نابل,,,10.67070376,36.48243457,,,,,,Nabeul,نابل,,,TN1551,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.670703756000023 36.48243456900002)
3,Dar Chaabane El Fehri,دار شعبان الفهري,,,10.71547098,36.51808715,,,,,,Dar Chaabane El Fehri,دار شعبان الفهري,,,TN1552,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.715470976000006 36.51808715499999)
3,Beni Khiar,بني خيار,,,10.77420178,36.52323326,,,,,,Beni Khiar,بني خيار,,,TN1553,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.774201779999999 36.523233258000005)
3,Korba,قربة,,,10.79840676,36.60597286,,,,,,Korba,قربة,,,TN1554,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.798406759999978 36.60597285699998)
3,Menzel Temime,منزل تميم,,,10.88955083,36.8075042,,,,,,Menzel Temime,منزل تميم,,,TN1555,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.889550827999983 36.80750420200002)
3,El Mida,الميدة,,,10.8584158,36.72063068,,,,,,El Mida,الميدة,,,TN1556,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.85841579800001 36.720630675999985)
3,Kelibia,قليبية,,,11.00535266,36.87935765,,,,,,Kelibia,قليبية,,,TN1557,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (11.005352657999993 36.879357647000006)
3,Hammam Ghezaz,حمام الأغزاز,,,11.06813832,36.93326404,,,,,,Hammam Ghezaz,حمام الأغزاز,,,TN1558,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (11.068138323000028 36.93326404200002)
3,Haouaria,الهوارية,,,10.91316317,36.9545203,,,,,,Haouaria,الهوارية,,,TN1559,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.913163168999972 36.954520296)
3,Takelsa,تاكلسة,,,10.67518744,36.79357242,,,,,,Takelsa,تاكلسة,,,TN1560,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.675187440000002 36.79357242200001)
3,Soliman,سليمان,,,10.55682039,36.74959488,,,,,,Soliman,سليمان,,,TN1561,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.556820388000006 36.74959487699999)
3,Menzel Bouzelfa,منزل بوزلفة,,,10.60013568,36.70450814,,,,,,Menzel Bouzelfa,منزل بوزلفة,,,TN1562,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.600135679000005 36.704508138999984)
3,Beni Khalled,بني خلاد,,,10.63492693,36.62490183,,,,,,Beni Khalled,بني خلاد,,,TN1563,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.634926930000006 36.624901835)
3,Grombalia,قرمبالية,,,10.46316342,36.5933146,,,,,,Grombalia,قرمبالية,,,TN1564,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.463163418000022 36.593314604)
3,Bou Argoub,بوعرقوب,,,10.57017213,36.52836071,,,,,,Bou Argoub,بوعرقوب,,,TN1565,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.570172129000014 36.52836070799998)
3,Hammamet,الحمامات,,,10.50852043,36.40855103,,,,,,Hammamet,الحمامات,,,TN1566,Nabeul,نابل,,,TN15,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.508520431000022 36.40855103400003)
3,Zaghouan,زغوان,,,10.2027051,36.41433327,,,,,,Zaghouan,زغوان,,,TN1651,Zaghouan,زغوان,,,TN16,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.202705103000028 36.414333274)
3,Zriba,الزريبة,,,10.22297504,36.31414904,,,,,,Zriba,الزريبة,,,TN1652,Zaghouan,زغوان,,,TN16,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (10.222975044000009 36.31414904500002)
3,Bir Mchergua,بئر مشارقة,,,9.99805805,36.52811289,,,,,,Bir Mchergua,بئر مشارقة,,,TN1653,Zaghouan,زغوان,,,TN16,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.998058054000012 36.52811288999999)
3,Fahs,الفحص,,,9.83275369,36.27018181,,,,,,Fahs,الفحص,,,TN1654,Zaghouan,زغوان,,,TN16,North East,الشمال الشرقي,,,TN1,Tunisie,,,,TN,2022-11-15,,v01,fr,ar,,,POINT (9.832753690999994 36.270181815)
